CustomerId,Surname,CreditScore,Geography,Gender,Age,Balance,HasCrCard,IsActiveMember,EstimatedSalary,marital,loan,Bars_Restaurants_Expense,Transport_Car_Expense,Shopping_Expense,Food_Groceries_Expense,Travel_Holidays_Expense,Household_Utilities_Expense,Media_Electronics_Expense,Healthcare_Drug_Stores_Expense,Education_Expense,Insurances_Finances_Expense,Sports_Expense,Leisure_Entertainment_Expense
15738148,Clarke,465,France,Female,51,122522.32,0,0,181297.65,married,0,9064.8825,12690.8355,9064.8825,9064.8825,14503.812,12690.8355,7251.906,9064.8825,10877.859,7251.906,5438.9295,9064.8825
15755196,Lavine,834,France,Female,49,131394.56,0,0,194365.76,married,0,9718.288,13605.6032,9718.288,9718.288,15549.2608,13605.6032,7774.6304,9718.288,11661.9456,7774.6304,5830.9728,9718.288
15684171,Bianchi,660,Spain,Female,61,155931.11,1,1,158338.39,married,0,4750.1517,7916.9195,4750.1517,4750.1517,9500.3034,7916.9195,3166.7678,4750.1517,6333.5356,4750.1517,1583.3839,3166.7678
15602280,Martin,829,Germany,Female,27,112045.67,1,1,119708.21,married,0,4788.3284,4788.3284,4788.3284,7182.4926,9576.6568,8379.5747,4788.3284,4788.3284,8379.5747,5985.4105,2394.1642,5985.4105
15771573,Okagbue,637,Germany,Female,39,137843.8,1,1,117622.8,married,0,4704.912,7057.368,4704.912,4704.912,8233.596,7057.368,3528.684,4704.912,5881.14,4704.912,2352.456,4704.912
15683553,O'Brien,788,France,Female,33,0,0,0,116978.19,married,1,8188.4733,5848.9095,8188.4733,8188.4733,10528.0371,9358.2552,5848.9095,5848.9095,9358.2552,7018.6914,3509.3457,7018.6914
15702298,Parkhill,655,Germany,Male,41,125561.97,0,0,164040.94,married,0,6561.6376,9842.4564,6561.6376,6561.6376,11482.8658,9842.4564,4921.2282,6561.6376,8202.047,6561.6376,3280.8188,6561.6376
15569590,Yoo,601,Germany,Male,42,98495.72,1,0,40014.76,married,0,1600.5904,2400.8856,1600.5904,1600.5904,2801.0332,2400.8856,1200.4428,1600.5904,2000.738,1600.5904,800.2952,1600.5904
15760861,Phillipps,619,France,Male,43,125211.92,1,1,113410.49,married,0,5670.5245,7938.7343,5670.5245,5670.5245,9072.8392,7938.7343,4536.4196,5670.5245,6804.6294,4536.4196,3402.3147,5670.5245
15630053,Tsao,656,France,Male,45,127864.4,1,0,87107.57,married,0,4355.3785,6097.5299,4355.3785,4355.3785,6968.6056,6097.5299,3484.3028,4355.3785,5226.4542,3484.3028,2613.2271,4355.3785
15647091,Endrizzi,725,Germany,Male,19,75888.2,0,0,45613.75,married,0,1824.55,1824.55,1824.55,2736.825,3649.1,3192.9625,1824.55,1824.55,3192.9625,2280.6875,912.275,2280.6875
15804771,Velazquez,614,France,Male,51,40685.92,1,1,46775.28,married,0,2338.764,3274.2696,2338.764,2338.764,3742.0224,3274.2696,1871.0112,2338.764,2806.5168,1871.0112,1403.2584,2338.764
15651280,Hunter,742,Germany,Male,35,136857,0,0,84509.57,married,0,3380.3828,5070.5742,3380.3828,3380.3828,5915.6699,5070.5742,2535.2871,3380.3828,4225.4785,3380.3828,1690.1914,3380.3828
15702014,Jeffrey,555,Spain,Male,33,56084.69,0,0,178798.13,married,0,5363.9439,5363.9439,5363.9439,8939.9065,12515.8691,10727.8878,5363.9439,5363.9439,10727.8878,7151.9252,1787.9813,3575.9626
15592461,Jackson,603,Germany,Male,26,109166.37,1,1,92840.67,married,0,3713.6268,3713.6268,3713.6268,5570.4402,7427.2536,6498.8469,3713.6268,3713.6268,6498.8469,4642.0335,1856.8134,4642.0335
15789484,Hammond,751,Germany,Female,36,169831.46,1,1,27758.36,married,0,1110.3344,1665.5016,1110.3344,1110.3344,1943.0852,1665.5016,832.7508,1110.3344,1387.918,1110.3344,555.1672,1110.3344
15696061,Brownless,581,Germany,Female,34,101633.04,1,0,110431.51,married,1,4417.2604,4417.2604,4417.2604,6625.8906,8834.5208,7730.2057,4417.2604,4417.2604,7730.2057,5521.5755,2208.6302,5521.5755
15641582,Chibugo,735,Germany,Male,43,123180.01,1,1,196673.28,married,0,7866.9312,11800.3968,7866.9312,7866.9312,13767.1296,11800.3968,5900.1984,7866.9312,9833.664,7866.9312,3933.4656,7866.9312
15638424,Glauert,661,Germany,Female,35,150725.53,0,1,113656.85,married,0,4546.274,6819.411,4546.274,4546.274,7955.9795,6819.411,3409.7055,4546.274,5682.8425,4546.274,2273.137,4546.274
15755648,Pisa0,675,France,Female,21,98373.26,1,0,18203,married,0,1274.21,910.15,1274.21,1274.21,1638.27,1456.24,910.15,910.15,1456.24,1092.18,546.09,1092.18
15620344,McKee,813,France,Male,29,0,1,0,33953.87,married,0,2376.7709,1697.6935,2376.7709,2376.7709,3055.8483,2716.3096,1697.6935,1697.6935,2716.3096,2037.2322,1018.6161,2037.2322
15779052,Ballard,604,Germany,Female,25,157780.84,1,1,58426.81,married,0,2337.0724,2337.0724,2337.0724,3505.6086,4674.1448,4089.8767,2337.0724,2337.0724,4089.8767,2921.3405,1168.5362,2921.3405
15614049,Hu,664,France,Male,55,0,1,1,139161.64,married,1,6958.082,9741.3148,6958.082,6958.082,11132.9312,9741.3148,5566.4656,6958.082,8349.6984,5566.4656,4174.8492,6958.082
15575185,Bushell,757,Spain,Male,33,77253.22,0,1,194239.63,married,0,5827.1889,5827.1889,5827.1889,9711.9815,13596.7741,11654.3778,5827.1889,5827.1889,11654.3778,7769.5852,1942.3963,3884.7926
15803136,Postle,416,Germany,Female,41,122189.66,1,0,98301.61,married,0,3932.0644,5898.0966,3932.0644,3932.0644,6881.1127,5898.0966,2949.0483,3932.0644,4915.0805,3932.0644,1966.0322,3932.0644
15622897,Sharpe,646,France,Female,46,0,1,0,93251.42,married,1,4662.571,6527.5994,4662.571,4662.571,7460.1136,6527.5994,3730.0568,4662.571,5595.0852,3730.0568,2797.5426,4662.571
15731511,Ritchie,808,France,Male,45,118626.55,1,0,147132.46,married,0,7356.623,10299.2722,7356.623,7356.623,11770.5968,10299.2722,5885.2984,7356.623,8827.9476,5885.2984,4413.9738,7356.623
15809248,Cole,524,France,Female,36,0,1,0,109614.57,married,0,5480.7285,7673.0199,5480.7285,5480.7285,8769.1656,7673.0199,4384.5828,5480.7285,6576.8742,4384.5828,3288.4371,5480.7285
15640635,Capon,769,France,Male,29,0,1,1,172290.61,married,0,12060.3427,8614.5305,12060.3427,12060.3427,15506.1549,13783.2488,8614.5305,8614.5305,13783.2488,10337.4366,5168.7183,10337.4366
15693683,Yuille,814,Germany,Male,29,97086.4,1,1,197276.13,married,0,7891.0452,7891.0452,7891.0452,11836.5678,15782.0904,13809.3291,7891.0452,7891.0452,13809.3291,9863.8065,3945.5226,9863.8065
15604348,Allard,710,Spain,Male,22,0,0,0,99645.04,married,0,2989.3512,2989.3512,2989.3512,4982.252,6975.1528,5978.7024,2989.3512,2989.3512,5978.7024,3985.8016,996.4504,1992.9008
15743192,Hung,623,France,Female,44,0,0,0,167162.43,married,0,8358.1215,11701.3701,8358.1215,8358.1215,13372.9944,11701.3701,6686.4972,8358.1215,10029.7458,6686.4972,5014.8729,8358.1215
15580146,Hung,738,France,Male,31,82674.15,1,0,41970.72,married,0,2937.9504,2098.536,2937.9504,2937.9504,3777.3648,3357.6576,2098.536,2098.536,3357.6576,2518.2432,1259.1216,2518.2432
15776605,Bradley,528,Spain,Male,36,0,1,0,60536.56,married,0,1816.0968,3026.828,1816.0968,1816.0968,3632.1936,3026.828,1210.7312,1816.0968,2421.4624,1816.0968,605.3656,1210.7312
15812878,Parsons,785,Germany,Female,36,99806.85,0,1,36976.52,married,1,1479.0608,2218.5912,1479.0608,1479.0608,2588.3564,2218.5912,1109.2956,1479.0608,1848.826,1479.0608,739.5304,1479.0608
15602312,Walkom,605,Spain,Male,33,150092.8,0,0,71862.79,married,0,2155.8837,2155.8837,2155.8837,3593.1395,5030.3953,4311.7674,2155.8837,2155.8837,4311.7674,2874.5116,718.6279,1437.2558
15744689,T'ang,479,Germany,Male,35,92833.89,1,0,99449.86,married,0,3977.9944,5966.9916,3977.9944,3977.9944,6961.4902,5966.9916,2983.4958,3977.9944,4972.493,3977.9944,1988.9972,3977.9944
15665790,Rowntree,538,Germany,Male,39,108055.1,1,0,27231.26,married,0,1089.2504,1633.8756,1089.2504,1089.2504,1906.1882,1633.8756,816.9378,1089.2504,1361.563,1089.2504,544.6252,1089.2504
15715951,Thorpe,562,France,Male,42,100238.35,0,0,86797.41,married,0,4339.8705,6075.8187,4339.8705,4339.8705,6943.7928,6075.8187,3471.8964,4339.8705,5207.8446,3471.8964,2603.9223,4339.8705
15591100,Chiemela,675,Spain,Male,36,106190.55,0,1,22994.32,married,1,689.8296,1149.716,689.8296,689.8296,1379.6592,1149.716,459.8864,689.8296,919.7728,689.8296,229.9432,459.8864
15705512,Welch,668,Germany,Female,37,167864.4,1,0,115638.29,married,0,4625.5316,6938.2974,4625.5316,4625.5316,8094.6803,6938.2974,3469.1487,4625.5316,5781.9145,4625.5316,2312.7658,4625.5316
15661670,Chidozie,524,Germany,Female,31,107818.63,1,0,199725.39,married,1,7989.0156,7989.0156,7989.0156,11983.5234,15978.0312,13980.7773,7989.0156,7989.0156,13980.7773,9986.2695,3994.5078,9986.2695
15600781,Wu,699,Germany,Male,34,185173.81,1,0,120834.48,married,0,4833.3792,4833.3792,4833.3792,7250.0688,9666.7584,8458.4136,4833.3792,4833.3792,8458.4136,6041.724,2416.6896,6041.724
15760085,Calabresi,684,Germany,Female,48,126384.42,1,1,198129.36,married,0,7925.1744,11887.7616,7925.1744,7925.1744,13869.0552,11887.7616,5943.8808,7925.1744,9906.468,7925.1744,3962.5872,7925.1744
15779659,Zetticci,625,France,Female,28,0,0,0,183646.41,married,0,12855.2487,9182.3205,12855.2487,12855.2487,16528.1769,14691.7128,9182.3205,9182.3205,14691.7128,11018.7846,5509.3923,11018.7846
15627360,Fuller,432,France,Male,42,152603.45,1,0,110265.24,married,0,5513.262,7718.5668,5513.262,5513.262,8821.2192,7718.5668,4410.6096,5513.262,6615.9144,4410.6096,3307.9572,5513.262
15591607,Fernie,770,France,Male,24,101827.07,1,0,167256.35,married,0,11707.9445,8362.8175,11707.9445,11707.9445,15053.0715,13380.508,8362.8175,8362.8175,13380.508,10035.381,5017.6905,10035.381
15740404,He,758,France,Female,34,0,1,1,124226.16,married,0,8695.8312,6211.308,8695.8312,8695.8312,11180.3544,9938.0928,6211.308,6211.308,9938.0928,7453.5696,3726.7848,7453.5696
15677871,Cocci,687,France,Male,38,122570.87,1,1,35608.88,married,0,1780.444,2492.6216,1780.444,1780.444,2848.7104,2492.6216,1424.3552,1780.444,2136.5328,1424.3552,1068.2664,1780.444
15642004,Alekseeva,686,France,Male,25,0,0,1,16459.37,married,0,1152.1559,822.9685,1152.1559,1152.1559,1481.3433,1316.7496,822.9685,822.9685,1316.7496,987.5622,493.7811,987.5622
15712543,Chinweike,789,Germany,Male,39,124828.46,1,1,124411.08,married,0,4976.4432,7464.6648,4976.4432,4976.4432,8708.7756,7464.6648,3732.3324,4976.4432,6220.554,4976.4432,2488.2216,4976.4432
15802381,Li,461,Germany,Female,34,63663.93,0,1,167784.28,married,0,6711.3712,6711.3712,6711.3712,10067.0568,13422.7424,11744.8996,6711.3712,6711.3712,11744.8996,8389.214,3355.6856,8389.214
15610156,Ma,637,France,Male,40,133463.1,0,1,93165.34,married,0,4658.267,6521.5738,4658.267,4658.267,7453.2272,6521.5738,3726.6136,4658.267,5589.9204,3726.6136,2794.9602,4658.267
15724944,Tien,663,France,Male,34,0,1,1,180427.24,married,0,12629.9068,9021.362,12629.9068,12629.9068,16238.4516,14434.1792,9021.362,9021.362,14434.1792,10825.6344,5412.8172,10825.6344
15800703,Madukwe,485,Spain,Female,21,113157.22,1,1,54141.5,married,0,1624.245,1624.245,1624.245,2707.075,3789.905,3248.49,1624.245,1624.245,3248.49,2165.66,541.415,1082.83
15705707,Bennelong,635,Spain,Female,29,138296.94,1,0,141075.51,married,0,4232.2653,4232.2653,4232.2653,7053.7755,9875.2857,8464.5306,4232.2653,4232.2653,8464.5306,5643.0204,1410.7551,2821.5102
15650237,Morgan,754,Spain,Female,32,0,1,0,89520.75,married,0,2685.6225,2685.6225,2685.6225,4476.0375,6266.4525,5371.245,2685.6225,2685.6225,5371.245,3580.83,895.2075,1790.415
15811589,Metcalfe,716,Spain,Male,42,0,1,0,180800.42,married,0,5424.0126,9040.021,5424.0126,5424.0126,10848.0252,9040.021,3616.0084,5424.0126,7232.0168,5424.0126,1808.0042,3616.0084
15709368,Milne,614,France,Female,43,0,1,1,109041.53,married,0,5452.0765,7632.9071,5452.0765,5452.0765,8723.3224,7632.9071,4361.6612,5452.0765,6542.4918,4361.6612,3271.2459,5452.0765
15804017,Chigolum,631,Germany,Female,33,123246.7,0,0,112687.57,married,0,4507.5028,4507.5028,4507.5028,6761.2542,9015.0056,7888.1299,4507.5028,4507.5028,7888.1299,5634.3785,2253.7514,5634.3785
15680772,Hu,721,Spain,Female,36,0,1,1,106977.8,married,0,3209.334,5348.89,3209.334,3209.334,6418.668,5348.89,2139.556,3209.334,4279.112,3209.334,1069.778,2139.556
15658929,Taverner,683,Spain,Male,29,133702.89,1,0,55582.54,married,1,1667.4762,1667.4762,1667.4762,2779.127,3890.7778,3334.9524,1667.4762,1667.4762,3334.9524,2223.3016,555.8254,1111.6508
15585388,Sherman,660,Germany,Male,31,125189.75,1,1,139874.43,married,0,5594.9772,5594.9772,5594.9772,8392.4658,11189.9544,9791.2101,5594.9772,5594.9772,9791.2101,6993.7215,2797.4886,6993.7215
15724623,Taubman,704,Germany,Female,24,113034.22,1,0,162503.48,married,0,6500.1392,6500.1392,6500.1392,9750.2088,13000.2784,11375.2436,6500.1392,6500.1392,11375.2436,8125.174,3250.0696,8125.174
15611325,Wood,682,Germany,Male,24,57929.81,0,0,53134.3,married,0,2125.372,2125.372,2125.372,3188.058,4250.744,3719.401,2125.372,2125.372,3719.401,2656.715,1062.686,2656.715
15613172,Sun,628,Germany,Male,27,95826.49,1,0,155996.96,married,0,6239.8784,6239.8784,6239.8784,9359.8176,12479.7568,10919.7872,6239.8784,6239.8784,10919.7872,7799.848,3119.9392,7799.848
15755209,Fu,484,Spain,Female,35,133868.21,1,1,27286.1,married,0,818.583,1364.305,818.583,818.583,1637.166,1364.305,545.722,818.583,1091.444,818.583,272.861,545.722
15762615,Campbell,597,Spain,Female,40,101993.12,0,1,94774.12,married,0,2843.2236,4738.706,2843.2236,2843.2236,5686.4472,4738.706,1895.4824,2843.2236,3790.9648,2843.2236,947.7412,1895.4824
15810845,T'ang,636,France,Male,42,0,1,1,55470.78,married,0,2773.539,3882.9546,2773.539,2773.539,4437.6624,3882.9546,2218.8312,2773.539,3328.2468,2218.8312,1664.1234,2773.539
15726676,Marshall,616,Spain,Male,30,0,0,1,196108.51,married,0,5883.2553,5883.2553,5883.2553,9805.4255,13727.5957,11766.5106,5883.2553,5883.2553,11766.5106,7844.3404,1961.0851,3922.1702
15587421,Tsai,687,Germany,Female,34,111388.18,1,0,148564.76,married,0,5942.5904,5942.5904,5942.5904,8913.8856,11885.1808,10399.5332,5942.5904,5942.5904,10399.5332,7428.238,2971.2952,7428.238
15726931,Onwumelu,715,France,Female,41,56214.85,0,0,92982.61,married,1,4649.1305,6508.7827,4649.1305,4649.1305,7438.6088,6508.7827,3719.3044,4649.1305,5578.9566,3719.3044,2789.4783,4649.1305
15811127,Volkov,521,France,Male,35,96423.84,1,0,10488.44,married,0,524.422,734.1908,524.422,524.422,839.0752,734.1908,419.5376,524.422,629.3064,419.5376,314.6532,524.422
15604482,Chiemezie,850,Spain,Male,30,141040.01,1,1,5978.2,married,0,179.346,179.346,179.346,298.91,418.474,358.692,179.346,179.346,358.692,239.128,59.782,119.564
15622911,Jude,759,France,Male,42,105420.18,0,1,121409.06,married,0,6070.453,8498.6342,6070.453,6070.453,9712.7248,8498.6342,4856.3624,6070.453,7284.5436,4856.3624,3642.2718,6070.453
15600974,He,516,Spain,Male,50,0,0,1,146145.93,married,1,4384.3779,7307.2965,4384.3779,4384.3779,8768.7558,7307.2965,2922.9186,4384.3779,5845.8372,4384.3779,1461.4593,2922.9186
15727868,Onuora,711,France,Female,38,129022.06,1,1,14374.86,married,0,718.743,1006.2402,718.743,718.743,1149.9888,1006.2402,574.9944,718.743,862.4916,574.9944,431.2458,718.743
15627801,Ginikanwa,512,Spain,Male,33,176666.62,1,0,94670.77,married,0,2840.1231,2840.1231,2840.1231,4733.5385,6626.9539,5680.2462,2840.1231,2840.1231,5680.2462,3786.8308,946.7077,1893.4154
15773039,Ku,550,France,Male,37,0,1,1,179670.31,married,0,8983.5155,12576.9217,8983.5155,8983.5155,14373.6248,12576.9217,7186.8124,8983.5155,10780.2186,7186.8124,5390.1093,8983.5155
15679531,Collins,618,France,Male,34,134954.53,1,1,151954.39,married,0,10636.8073,7597.7195,10636.8073,10636.8073,13675.8951,12156.3512,7597.7195,7597.7195,12156.3512,9117.2634,4558.6317,9117.2634
15612087,Dike,671,France,Male,45,106376.85,0,1,158264.62,married,0,7913.231,11078.5234,7913.231,7913.231,12661.1696,11078.5234,6330.5848,7913.231,9495.8772,6330.5848,4747.9386,7913.231
15624592,Tan,603,France,Male,31,0,1,1,169915.02,married,0,11894.0514,8495.751,11894.0514,11894.0514,15292.3518,13593.2016,8495.751,8495.751,13593.2016,10194.9012,5097.4506,10194.9012
15723488,Watson,668,Germany,Male,47,106854.21,0,1,157959.02,married,1,6318.3608,9477.5412,6318.3608,6318.3608,11057.1314,9477.5412,4738.7706,6318.3608,7897.951,6318.3608,3159.1804,6318.3608
15680920,Marchesi,695,France,Male,46,49512.55,1,0,133007.34,married,1,6650.367,9310.5138,6650.367,6650.367,10640.5872,9310.5138,5320.2936,6650.367,7980.4404,5320.2936,3990.2202,6650.367
15786308,Millar,730,Spain,Female,33,0,0,0,176576.62,married,0,5297.2986,5297.2986,5297.2986,8828.831,12360.3634,10594.5972,5297.2986,5297.2986,10594.5972,7063.0648,1765.7662,3531.5324
15787155,Yang,514,Spain,Male,30,0,0,1,125010.24,married,0,3750.3072,3750.3072,3750.3072,6250.512,8750.7168,7500.6144,3750.3072,3750.3072,7500.6144,5000.4096,1250.1024,2500.2048
15568748,Poole,671,Germany,Male,45,99564.22,1,1,108872.45,married,0,4354.898,6532.347,4354.898,4354.898,7621.0715,6532.347,3266.1735,4354.898,5443.6225,4354.898,2177.449,4354.898
15605461,Lucas,594,Germany,Female,29,130830.22,1,0,61048.53,married,0,2441.9412,2441.9412,2441.9412,3662.9118,4883.8824,4273.3971,2441.9412,2441.9412,4273.3971,3052.4265,1220.9706,3052.4265
15704769,Smith,585,France,Female,67,113978.97,0,1,93146.11,married,1,4657.3055,6520.2277,4657.3055,4657.3055,7451.6888,6520.2277,3725.8444,4657.3055,5588.7666,3725.8444,2794.3833,4657.3055
15772896,Dumetochukwu,763,Germany,Male,42,100160.75,1,0,33462.94,married,0,1338.5176,2007.7764,1338.5176,1338.5176,2342.4058,2007.7764,1003.8882,1338.5176,1673.147,1338.5176,669.2588,1338.5176
15764866,Syn0t,539,Germany,Female,43,116220.5,1,0,55803.96,married,0,2232.1584,3348.2376,2232.1584,2232.1584,3906.2772,3348.2376,1674.1188,2232.1584,2790.198,2232.1584,1116.0792,2232.1584
15795149,Stevens,703,France,Male,28,81173.83,0,1,162812.16,married,0,11396.8512,8140.608,11396.8512,11396.8512,14653.0944,13024.9728,8140.608,8140.608,13024.9728,9768.7296,4884.3648,9768.7296
15812009,Grant,662,Spain,Male,38,0,1,0,136259.65,married,0,4087.7895,6812.9825,4087.7895,4087.7895,8175.579,6812.9825,2725.193,4087.7895,5450.386,4087.7895,1362.5965,2725.193
15685500,Glazkov,772,Germany,Male,26,152400.51,1,0,79414,married,1,3176.56,3176.56,3176.56,4764.84,6353.12,5558.98,3176.56,3176.56,5558.98,3970.7,1588.28,3970.7
15599792,Dimauro,545,France,Female,26,0,1,1,199638.56,married,0,13974.6992,9981.928,13974.6992,13974.6992,17967.4704,15971.0848,9981.928,9981.928,15971.0848,11978.3136,5989.1568,11978.3136
15772423,Liao,739,Germany,Male,54,126418.14,1,0,134420.75,married,0,5376.83,8065.245,5376.83,5376.83,9409.4525,8065.245,4032.6225,5376.83,6721.0375,5376.83,2688.415,5376.83
15628112,Hughes,771,Germany,Female,36,77846.9,0,0,99805.99,married,0,3992.2396,5988.3594,3992.2396,3992.2396,6986.4193,5988.3594,2994.1797,3992.2396,4990.2995,3992.2396,1996.1198,3992.2396
15753754,Morrison,587,Spain,Female,34,0,1,1,97932.68,married,0,2937.9804,2937.9804,2937.9804,4896.634,6855.2876,5875.9608,2937.9804,2937.9804,5875.9608,3917.3072,979.3268,1958.6536
15694717,Ku,544,Germany,Male,37,79731.91,1,1,57558.95,married,0,2302.358,3453.537,2302.358,2302.358,4029.1265,3453.537,1726.7685,2302.358,2877.9475,2302.358,1151.179,2302.358
15765297,Yao,766,Spain,Male,41,0,0,1,34283.23,married,1,1028.4969,1714.1615,1028.4969,1028.4969,2056.9938,1714.1615,685.6646,1028.4969,1371.3292,1028.4969,342.8323,685.6646
15636684,Kirkland,727,France,Male,34,0,1,1,198637.34,married,1,13904.6138,9931.867,13904.6138,13904.6138,17877.3606,15890.9872,9931.867,9931.867,15890.9872,11918.2404,5959.1202,11918.2404
15713853,Ifeajuna,732,Germany,Male,42,108748.08,1,1,65323.11,married,0,2612.9244,3919.3866,2612.9244,2612.9244,4572.6177,3919.3866,1959.6933,2612.9244,3266.1555,2612.9244,1306.4622,2612.9244
15673693,Reppert,682,France,Female,26,110654.02,0,1,111879.21,married,0,7831.5447,5593.9605,7831.5447,7831.5447,10069.1289,8950.3368,5593.9605,5593.9605,8950.3368,6712.7526,3356.3763,6712.7526
15700696,Kang,738,Spain,Male,31,79019.8,1,1,18606.23,married,0,558.1869,558.1869,558.1869,930.3115,1302.4361,1116.3738,558.1869,558.1869,1116.3738,744.2492,186.0623,372.1246
15653857,Wallis,498,France,Male,34,0,1,1,148528.24,married,0,10396.9768,7426.412,10396.9768,10396.9768,13367.5416,11882.2592,7426.412,7426.412,11882.2592,8911.6944,4455.8472,8911.6944
15799217,Zetticci,791,Germany,Female,35,52436.2,1,0,161051.75,married,0,6442.07,9663.105,6442.07,6442.07,11273.6225,9663.105,4831.5525,6442.07,8052.5875,6442.07,3221.035,6442.07
15619955,Bevington,733,Germany,Male,34,100337.96,1,0,48559.19,married,0,1942.3676,1942.3676,1942.3676,2913.5514,3884.7352,3399.1433,1942.3676,1942.3676,3399.1433,2427.9595,971.1838,2427.9595
15796505,Boyle,811,Germany,Female,34,149297.19,1,1,186339.74,married,0,7453.5896,7453.5896,7453.5896,11180.3844,14907.1792,13043.7818,7453.5896,7453.5896,13043.7818,9316.987,3726.7948,9316.987
15800116,Bowman,712,Germany,Male,28,145605.44,0,1,93883.53,married,0,3755.3412,3755.3412,3755.3412,5633.0118,7510.6824,6571.8471,3755.3412,3755.3412,6571.8471,4694.1765,1877.6706,4694.1765
15694456,Toscani,756,France,Male,62,0,1,1,11199.04,married,0,559.952,783.9328,559.952,559.952,895.9232,783.9328,447.9616,559.952,671.9424,447.9616,335.9712,559.952
15767339,Chiazagomekpere,777,France,Female,53,0,1,0,189992.97,married,1,9499.6485,13299.5079,9499.6485,9499.6485,15199.4376,13299.5079,7599.7188,9499.6485,11399.5782,7599.7188,5699.7891,9499.6485
